code_system,code,display,classification,review_reason
SNOMED,36969009,Placement of stent in coronary artery (procedure),,
SNOMED,53084003,Bacterial pneumonia (disorder),,
SNOMED,70936005,"Multi-infarct dementia, uncomplicated (disorder)",,
SNOMED,91669008,Perirectal abscess (disorder),,
SNOMED,202664003,Cervical myelopathy (disorder),,
SNOMED,285838002,Cervical intraepithelial neoplasia grade 2 (disorder),,
SNOMED,302838006,Dermal cellular nevus (disorder),,
SNOMED,363350007,Malignant neoplasm of cecum (disorder),,
SNOMED,443487006,Mantle cell lymphoma (disorder),,
SNOMED,703630003,Red eye (finding),,
SNOMED,175905003,Total nephrectomy (procedure),,
SNOMED,195190007,Cerebral infarction due to embolism of cerebral arteries (disorder),,
SNOMED,22125009,Panniculitis (disorder),,
SNOMED,247471006,Maculopapular eruption (disorder),,
SNOMED,300956001,Low back strain (disorder),,
SNOMED,310387003,Intracapillary glomerulosclerosis of kidney due to diabetes mellitus (disorder),,
SNOMED,407669000,Magnetic resonance imaging of brain abnormal (finding),,
SNOMED,408643008,Infiltrating duct carcinoma of breast (disorder),,
SNOMED,425983008,Autologous peripheral blood stem cell transplant (procedure),,
SNOMED,441704009,Affective psychosis (disorder),,
SNOMED,5148006,Hypertensive heart disease with congestive heart failure (disorder),,
SNOMED,713514005,Muscle weakness of limb (finding),,
SNOMED,782594005,Allergy to soy protein (finding),,
SNOMED,860918004,Erectile dysfunction due to psychophysiologic disorder (disorder),,
SNOMED,24010005,Aphakia (disorder),,
SNOMED,53286005,Medial epicondylitis of elbow joint (disorder),,
SNOMED,11437003,Contusion of back (disorder),,
SNOMED,3545003,Diastolic dysfunction (finding),,
SNOMED,415081006,History of primary malignant neoplasm of kidney (situation),,
SNOMED,89105000,Asteatosis cutis (disorder),,
SNOMED,94579000,Metastatic malignant neoplasm to skin (disorder),,
SNOMED,102947004,High risk sexual behavior (finding),,
SNOMED,161622006,History of lower limb amputation (situation),,
SNOMED,262525000,Chest injury (disorder),,
SNOMED,275334004,Shoulder strain (disorder),,
SNOMED,312912001,Macular edema due to diabetes mellitus (disorder),,
SNOMED,432504007,Cerebral infarction (disorder),,
SNOMED,4969004,Sinus headache (finding),,
SNOMED,49883006,Candidiasis of skin (disorder),,
SNOMED,1705000,Closed fracture of base of neck of femur (disorder),,
SNOMED,249945007,Monoparesis of lower limb (disorder),,
SNOMED,267374005,Toxic diffuse goiter (disorder),,
SNOMED,274120003,Thyroid disease in pregnancy (disorder),,
SNOMED,28845006,Acute appendicitis with generalized peritonitis (disorder),,
SNOMED,31085000,Rheumatic mitral regurgitation (disorder),,
SNOMED,35222003,Chronic neurogenic ulcer of lower limb (disorder),,
SNOMED,425957003,Non-traumatic intracerebral ventricular hemorrhage (disorder),,
SNOMED,60689008,Home care of patient (regime/therapy),,
SNOMED,78895009,Congenital pneumonia (disorder),,
SNOMED,200938002,Discoid lupus erythematosus (disorder),,
SNOMED,64779008,Blood coagulation disorder (disorder),,
SNOMED,19133005,Neurofibromatosis syndrome (disorder),,
SNOMED,22066006,Strabismus (disorder),,
SNOMED,11538006,Quadriplegia (disorder),,
SNOMED,108365000,Infection of skin (disorder),,
SNOMED,191839003,Cannabis dependence in remission (disorder),,
SNOMED,200652002,Cellulitis of face (disorder),,
SNOMED,21698002,Open fracture of phalanx of finger (disorder),,
SNOMED,371036001,Postsurgical menopause (disorder),,
SNOMED,372138000,Carcinoma of esophagus (disorder),,
SNOMED,397932003,Talipes equinovarus (disorder),,
SNOMED,1.45501E+14,Metastatic malignant neoplasm to breast (disorder),,
SNOMED,201040000,Callosity (disorder),,
SNOMED,202490009,Pain of joint of ankle (finding),,
SNOMED,20376005,Benign neoplastic disease (disorder),,
SNOMED,240131006,Rhabdomyolysis (disorder),,
SNOMED,36813001,Placenta previa (disorder),,
SNOMED,384642005,Mitral valvuloplasty (procedure),,
SNOMED,418285008,Percutaneous transluminal angioplasty of blood vessel using imaging guidance with contrast (procedure),,
SNOMED,43364001,Abdominal discomfort (finding),,
SNOMED,441574008,Atherosclerosis of artery (disorder),,
SNOMED,445009001,Azotemia (disorder),,
SNOMED,62438007,Transplantation of pancreas (procedure),,
SNOMED,1148567001,Poisoning caused by sedative (disorder),,
SNOMED,1157257000,Poisoning by hypnotic agent (disorder),,
SNOMED,64479007,Pneumonia caused by Klebsiella pneumoniae (disorder),,
SNOMED,109994006,Essential thrombocythemia (disorder),,
SNOMED,233916004,Heart block (disorder),,
SNOMED,281599007,Sprain of ligament of lower limb (disorder),,
SNOMED,300004007,Screening for osteoporosis (procedure),,
SNOMED,397758007,Avascular necrosis of bone (disorder),,
SNOMED,234349007,Microcytic anemia (disorder),,
SNOMED,34043003,Dental consultation and report (procedure),,
SNOMED,426656000,Severe persistent asthma (disorder),,
SNOMED,433234005,Hyperplasia of prostate (disorder),,
SNOMED,46742003,Skin ulcer (disorder),,
SNOMED,60423000,Sinus node dysfunction (disorder),,
SNOMED,75857000,Fracture of radius AND ulna (disorder),,
SNOMED,87414006,Reactive depression (situational) (disorder),,
SNOMED,111551000,Testicular hypofunction (disorder),,
SNOMED,232209000,Nasal obstruction (disorder),,
SNOMED,232721002,Coronary artery bypass grafts x 3 (procedure),,
SNOMED,284532000,Myringotomy and insertion of tympanic ventilation tube (procedure),,
SNOMED,92380000,Benign neoplasm of skin of trunk (disorder),,
SNOMED,200655000,Cellulitis and abscess of trunk (disorder),,
SNOMED,24662006,Influenza caused by Influenza B virus (disorder),,
SNOMED,271825005,Respiratory distress (finding),,
SNOMED,293331003,Anticoagulant adverse reaction (disorder),,
SNOMED,310243009,Nutritional assessment (procedure),,
SNOMED,87199005,Lead screening (procedure),,
SNOMED,95192000,Nodular lymphoma of lymph nodes of multiple sites (disorder),,
SNOMED,39621005,Disorder of gallbladder (disorder),,
SNOMED,236407003,Immunoglobulin A nephropathy (disorder),,
SNOMED,398740003,Colostomy (procedure),,
SNOMED,429484003,History of malignant neoplasm of cervix (situation),,
SNOMED,6077001,Foot-drop (finding),,
SNOMED,76783007,Chronic hepatitis (disorder),,
SNOMED,166318006,Blood chemistry outside reference range (finding),,
SNOMED,173977007,Creation of ileostomy (procedure),,
SNOMED,367391008,Malaise (finding),,
SNOMED,3696007,Nonulcer dyspepsia (disorder),,
SNOMED,45261009,Viral conjunctivitis (disorder),,
SNOMED,55260003,Calcaneal spur (finding),,
SNOMED,59848001,Obstructive hyperbilirubinemia (disorder),,
SNOMED,200936003,Lupus erythematosus (disorder),,
SNOMED,231824001,Benign neoplasm of eyelid (disorder),,
SNOMED,274172008,Laceration of finger (disorder),,
SNOMED,312904009,Moderate nonproliferative retinopathy due to diabetes mellitus (disorder),,
SNOMED,363419009,Malignant neoplasm of head of pancreas (disorder),,
SNOMED,37605006,Senile osteopenia (disorder),,
SNOMED,408335007,Autoimmune hepatitis (disorder),,
SNOMED,431855005,Chronic kidney disease stage 1 (disorder),,
SNOMED,444620007,Male urinary stress incontinence (finding),,
SNOMED,169696001,Rubella status not known (finding),,
SNOMED,271757001,Papular eruption (disorder),,
SNOMED,276610007,Low birth weight infant (disorder),,
SNOMED,386230005,Case management (procedure),,
SNOMED,94805002,Neoplasm of uncertain behavior of soft tissues (disorder),,
SNOMED,266434009,Esophageal dysmotility (disorder),,
SNOMED,28293008,Hereditary factor VIII deficiency disease (disorder),,
SNOMED,423590009,Clostridium difficile colitis (disorder),,
SNOMED,85057007,Cyst of liver (disorder),,
SNOMED,109983007,Monoclonal gammopathy (disorder),,
SNOMED,128123007,Disorder of peripheral autonomic nervous system (disorder),,
SNOMED,134209002,Prolactinoma (disorder),,
SNOMED,1855002,Developmental academic disorder (disorder),,
SNOMED,237785004,Hypoadrenalism (disorder),,
SNOMED,32022003,Degenerative progressive high myopia (disorder),,
SNOMED,43982006,Solar degeneration (disorder),,
SNOMED,786457000,Overactive urinary bladder (disorder),,
SNOMED,786460007,Detrusor overactivity (disorder),,
SNOMED,118608000,"Hodgkin's disease, nodular sclerosis (disorder)",,
SNOMED,160357008,Family history: Hypertension (situation),,
SNOMED,169826009,Single live birth from singleton pregnancy (finding),,
SNOMED,263196008,Fracture of radial head (disorder),,
SNOMED,276613009,High birth weight (disorder),,
SNOMED,385904005,Removal of ear wax (procedure),,
SNOMED,66951008,Carotid endarterectomy (procedure),,
SNOMED,70218004,Displacement of intervertebral disc without myelopathy (disorder),,
SNOMED,76844004,Local infection of wound (disorder),,
SNOMED,79586000,Tubal pregnancy (disorder),,
SNOMED,105969002,Disorder of connective tissue (disorder),,
SNOMED,1197062001,Perinatal fetal and/or neonatal disorder due to placenta previa (disorder),,
SNOMED,241748001,Poisoning caused by analgesic drug (disorder),,
SNOMED,270498000,Fetal malposition and malpresentation (disorder),,
SNOMED,318316003,Vernal conjunctivitis (disorder),,
SNOMED,410290005,"Family planning education, guidance, and counseling (procedure)",,
SNOMED,51036000,Acute appendicitis with peritoneal abscess (disorder),,
SNOMED,6836001,Injury of brachial plexus (disorder),,
SNOMED,386789004,Eosinophil count above reference range (finding),,
SNOMED,416010008,Hypospadias (disorder),,
SNOMED,432119003,Aneurysm (disorder),,
SNOMED,62837005,Cellulitis of hand (disorder),,
SNOMED,697898008,Idiopathic pulmonary arterial hypertension (disorder),,
SNOMED,1263416007,Removal of intrauterine contraceptive device (procedure),,
SNOMED,193000002,Temporal lobe epilepsy (disorder),,
SNOMED,20018005,Occlusion of ureter (disorder),,
SNOMED,278516003,Lobar pneumonia (disorder),,
SNOMED,39871006,Chronic respiratory failure (disorder),,
SNOMED,425333006,Myeloproliferative disorder (disorder),,
SNOMED,54823002,Subclinical hypothyroidism (disorder),,
SNOMED,56689002,Crohn's disease of small intestine (disorder),,
SNOMED,91856007,Acute lymphoid leukemia in remission (disorder),,
SNOMED,92564006,Carcinoma in situ of uterine cervix (disorder),,
SNOMED,44558001,Repair of inguinal hernia (procedure),,
SNOMED,160617001,Stopped smoking (finding),,
SNOMED,204272007,Preauricular fistula (disorder),,
SNOMED,2.18951E+14,Bilateral visual impairment (disorder),,
SNOMED,421365002,Peripheral circulatory disorder due to type 1 diabetes mellitus (disorder),,
SNOMED,45828008,"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium (disorder)",,
SNOMED,46113002,Hypertensive heart failure (disorder),,
SNOMED,61774002,Repair of rotator cuff by suture (procedure),,
SNOMED,86553008,Immunosuppressive therapy (procedure),,
SNOMED,30588004,Ischemic colitis (disorder),,
SNOMED,13277001,Cystic acne (disorder),,
SNOMED,30085007,Morton's metatarsalgia (disorder),,
SNOMED,399072004,Obstruction of neck of urinary bladder (disorder),,
SNOMED,60667009,Closed fracture of rib (disorder),,
SNOMED,125604000,Injury of foot (disorder),,
SNOMED,16041008,Female hypogonadism syndrome (disorder),,
SNOMED,196746003,Persistent vomiting (disorder),,
SNOMED,23388006,Visual field scotoma (finding),,
SNOMED,239874001,Osteoarthritis of ankle (disorder),,
SNOMED,301022003,Ulcer of heel (disorder),,
SNOMED,34789001,Pain in coccyx (finding),,
SNOMED,36427004,Intervertebral disc disorder (disorder),,
SNOMED,396230008,Dermatomyositis (disorder),,
SNOMED,418763003,Periodic limb movement disorder (disorder),,
SNOMED,44219007,Pseudoexfoliation of lens capsule (disorder),,
SNOMED,447395005,Closed fracture of fibula (disorder),,
SNOMED,202942009,Ganglion of wrist (disorder),,
SNOMED,279992002,Recurrent falls (finding),,
SNOMED,423810002,Tendinitis of wrist (disorder),,
SNOMED,56890008,Victim of sexual aggression (finding),,
SNOMED,66383009,Gingivitis (disorder),,
SNOMED,68815009,Systemic lupus erythematosus glomerulonephritis syndrome (disorder),,
SNOMED,71833008,Crohn's disease of small and large intestines (disorder),,
SNOMED,787001,Rheumatic mitral stenosis with regurgitation (disorder),,
SNOMED,80659006,Disorder of skin and/or subcutaneous tissue (disorder),,
SNOMED,103276001,Decreased hearing (finding),,
SNOMED,22890008,Augmentation mammoplasty (procedure),,
SNOMED,231855007,Seasonal allergic conjunctivitis (disorder),,
SNOMED,28701003,Low maternal weight gain (finding),,
SNOMED,311806008,Osteoporotic collapse of cervical vertebra (disorder),,
SNOMED,424131007,Easy bruising (finding),,
SNOMED,427399008,Drug-induced disorder of liver (disorder),,
SNOMED,428007007,Erectile dysfunction due to type 2 diabetes mellitus (disorder),,
SNOMED,55554002,Suicide attempt by inadequate means (event),,
SNOMED,61281005,Bloodstained sputum (finding),,
SNOMED,62667002,Congenital deviation of nasal septum (disorder),,
SNOMED,6471006,Suicidal thoughts (finding),,
SNOMED,65001009,Recurrent pyogenic cholangitis (disorder),,
SNOMED,193031009,Cluster headache syndrome (disorder),,
SNOMED,25899002,Closed bimalleolar fracture (disorder),,
SNOMED,410502007,Juvenile idiopathic arthritis (disorder),,
SNOMED,71908006,Ventricular fibrillation (disorder),,
SNOMED,127024001,Neoplasm of pituitary gland (disorder),,
SNOMED,17450006,Myoclonus (finding),,
SNOMED,18040001,Senile osteoporosis (disorder),,
SNOMED,225561003,Pressure injury of heel (disorder),,
SNOMED,28944009,Infection caused by Cytomegalovirus (disorder),,
SNOMED,3228009,Closed fracture of shaft of radius (disorder),,
SNOMED,363732003,Addison's disease (disorder),,
SNOMED,40108008,Thalassemia (disorder),,
SNOMED,418304008,Diastolic heart failure (disorder),,
SNOMED,77090002,Bullous pemphigoid (disorder),,
SNOMED,90235006,Closed fracture of shaft of humerus (disorder),,
SNOMED,10849003,Removal of foreign body (procedure),,
SNOMED,238107002,Deficiency of macronutrients (disorder),,
SNOMED,254938000,Astrocytoma of brain (disorder),,
SNOMED,268236002,Congenital stenosis of neck of urinary bladder (disorder),,
SNOMED,27916005,Abscess of liver (disorder),,
SNOMED,419503008,Hyperhomocysteinemia (disorder),,
SNOMED,73749009,Neonatal jaundice associated with preterm delivery (finding),,
SNOMED,7620006,Crohn's disease of large bowel (disorder),,
SNOMED,78809005,Gastric polyp (disorder),,
SNOMED,82598004,Secondary hypothyroidism (disorder),,
SNOMED,1255279007,Open fracture of multiple phalanges of finger (disorder),,
SNOMED,194856005,Subsequent myocardial infarction (disorder),,
SNOMED,249134008,Bloodstained liquor (finding),,
SNOMED,28079008,Multiparous (finding),,
SNOMED,298222004,Active range of joint movement reduced (finding),,
SNOMED,78975002,Malignant essential hypertension (disorder),,
SNOMED,90470006,Prostatectomy (procedure),,
SNOMED,3238004,Pericarditis (disorder),,
SNOMED,56267009,Multi-infarct dementia (disorder),,
SNOMED,171223006,Ischemic heart disease screening (procedure),,
SNOMED,23719005,Transplantation of bone marrow (procedure),,
SNOMED,237783006,Mass of adrenal gland (finding),,
SNOMED,298854003,Shoulder joint unstable (finding),,
SNOMED,3951002,Proctitis (disorder),,
SNOMED,48387007,Incision of trachea (procedure),,
SNOMED,70466008,Bruit (finding),,
SNOMED,76976005,Optic atrophy (disorder),,
SNOMED,87860000,Mass of testicle (finding),,
SNOMED,10380004,Crushing injury of finger (disorder),,
SNOMED,126851005,Neoplasm of liver (disorder),,
SNOMED,14893008,Burn of hand (disorder),,
SNOMED,26629001,Short bowel syndrome (disorder),,
SNOMED,425007008,"Migraine without aura, not refractory (disorder)",,
SNOMED,428061005,Malignant neoplasm of brain (disorder),,
SNOMED,52247003,Repair of aortic valve with tissue graft (procedure),,
SNOMED,73105000,Pes anserinus bursitis (disorder),,
SNOMED,8493009,Chronic gastritis (disorder),,
SNOMED,92308005,Benign neoplasm of prostate (disorder),,
SNOMED,1335871007,Early neonatal jaundice due to galactosemia (disorder),,
SNOMED,188189001,"Malignant neoplasm of corpus uteri, excluding isthmus (disorder)",,
SNOMED,408418009,Upper airway resistance syndrome (disorder),,
SNOMED,428905002,Malignant neoplasm of gastrointestinal tract (disorder),,
SNOMED,53627009,Closed fracture of radius AND ulna (disorder),,
SNOMED,58188004,Traumatic arthropathy (disorder),,
SNOMED,767678008,Recurrent left inguinal hernia (disorder),,
SNOMED,767679000,Recurrent right inguinal hernia (disorder),,
